name,category,sub_category,lat,lng,district,opening_hours,budget
Buhara Ocakbaşı Restaurant,Dining,World Cuisine,41.0103101,28.9750931,Fatih,09:00-22:00,Medium
El Amed Terrace Restaurant,Dining,World Cuisine,41.0103068,28.9752248,Fatih,09:00-22:00,Medium
Ayasofya Kebap House,Dining,World Cuisine,41.0096904,28.9761,Fatih,09:00-22:00,Medium
Sultan ahmet köftecisi turşu depo,Dining,World Cuisine,41.0094072,28.9758747,Fatih,09:00-22:00,Medium
Sultanahmet köftecisi depo,Dining,World Cuisine,41.0093505,28.9757915,Fatih,09:00-22:00,Medium
Yarenler Cafe and Restaurant,Dining,World Cuisine,41.0091103,28.9754503,Fatih,09:00-22:00,Medium
Lekker,Dining,World Cuisine,41.009088,28.9753711,Fatih,09:00-22:00,Medium
Değirmencioğlu,Dining,World Cuisine,41.0095004,28.9743626,Fatih,09:00-22:00,Medium
Kofteci Ramiz,Dining,World Cuisine,41.0095999,28.9739321,Fatih,09:00-22:00,Medium
New Asian Restaurant,Dining,World Cuisine,41.0087857,28.9736805,Fatih,09:00-22:00,Medium
Üçler Urfa Kebab Salonu,Dining,World Cuisine,41.0127359,28.9316261,Fatih,09:00-22:00,Medium
Kardeşler Yemek,Dining,World Cuisine,41.0137539,28.93253,Fatih,09:00-22:00,Medium
Çapa Dürüm Kebab,Dining,World Cuisine,41.013758,28.9328036,Fatih,09:00-22:00,Medium
Konyalı Gurme,Dining,World Cuisine,41.0145594,28.9335197,Fatih,09:00-22:00,Medium
Ehlihan Restaurant,Dining,World Cuisine,41.0146909,28.9336404,Fatih,09:00-22:00,Medium
Molla Hüsrev cami Turbası,Other,General,41.0147778,28.959381,Fatih,09:00-22:00,Low
Ahmet usta dürüm,Dining,World Cuisine,41.0155268,28.9588237,Fatih,09:00-22:00,Medium
Afacan büfe,Dining,World Cuisine,41.0156077,28.9588451,Fatih,09:00-22:00,Medium
Hanedan kebap,Dining,World Cuisine,41.0159639,28.9576006,Fatih,09:00-22:00,Medium
Vefa restaurant ve kafe,Dining,World Cuisine,41.0157049,28.9573002,Fatih,09:00-22:00,Medium
Unkapanı pilavcısı,Dining,World Cuisine,41.0134382,28.9608192,Fatih,09:00-22:00,Medium
Direklerarası Kebap Salonu,Dining,World Cuisine,41.0124064,28.9593382,Fatih,09:00-22:00,Medium
Vezneciler pilavcısı,Dining,World Cuisine,41.0111876,28.9611626,Fatih,09:00-22:00,Medium
Allı börek,Dining,World Cuisine,41.0170649,28.966763,Fatih,09:00-22:00,Medium
Özen lokantası,Dining,World Cuisine,41.0172753,28.9670205,Fatih,09:00-22:00,Medium
Şehri saadet,Dining,World Cuisine,41.0165306,28.9663982,Fatih,09:00-22:00,Medium
Sefa i han,Dining,World Cuisine,41.0165144,28.9662695,Fatih,09:00-22:00,Medium
Arya longue,Dining,World Cuisine,41.0167896,28.9657545,Fatih,09:00-22:00,Medium
Kösem Sultan,Dining,World Cuisine,41.0167734,28.9655828,Fatih,09:00-22:00,Medium
Sezgin döner,Dining,World Cuisine,41.0172786,28.9642788,Fatih,09:00-22:00,Medium
Marmara döner,Dining,World Cuisine,41.0149227,28.9751532,Fatih,09:00-22:00,Medium
Şen büfe,Dining,World Cuisine,41.0152215,28.9743146,Fatih,09:00-22:00,Medium
Sultan hamam,Dining,World Cuisine,41.0156109,28.9719808,Fatih,09:00-22:00,Medium
Çağaloğlu,Dining,World Cuisine,41.0142576,28.9749513,Fatih,09:00-22:00,Medium
Safranbolu pide,Dining,World Cuisine,41.0150893,28.9731765,Fatih,09:00-22:00,Medium
Tat Sarıoğlu,Dining,World Cuisine,41.0151295,28.9723415,Fatih,09:00-22:00,Medium
Ehlihan,Dining,World Cuisine,41.0152017,28.9719585,Fatih,09:00-22:00,Medium
Kakşioğlu kafeterya,Dining,World Cuisine,41.0150894,28.9716592,Fatih,09:00-22:00,Medium
Öz Karadeniz pide,Dining,World Cuisine,41.0150497,28.9715008,Fatih,09:00-22:00,Medium
Taş fırın,Dining,World Cuisine,41.014631,28.972465,Fatih,09:00-22:00,Medium
Marmara Pastanesi,Dining,World Cuisine,41.0121504,28.9752187,Fatih,09:00-22:00,Medium
Babı ali restaurant,Dining,World Cuisine,41.012348,28.975416,Fatih,09:00-22:00,Medium
Koska Köftecisi,Dining,World Cuisine,41.0167016,28.9587524,Fatih,09:00-22:00,Medium
Vanlı oğlu kebap,Dining,World Cuisine,41.019424,28.9609551,Fatih,09:00-22:00,Medium
Sarıyer börekçisi,Dining,World Cuisine,41.0168558,28.9731941,Fatih,09:00-22:00,Medium
Yemek odası restaurant,Dining,World Cuisine,41.0170282,28.9736613,Fatih,09:00-22:00,Medium
Ozbasak,Dining,World Cuisine,41.0162064,28.9755879,Fatih,09:00-22:00,Medium
Gungenci,Dining,World Cuisine,41.0164125,28.9737367,Fatih,09:00-22:00,Medium
Bolulu Hasan Usta,Dining,World Cuisine,41.0154882,28.9758801,Fatih,09:00-22:00,Medium
Konyalı,Dining,World Cuisine,41.0156295,28.9759622,Fatih,09:00-22:00,Medium
Faruk Güllüoğlu,Dining,World Cuisine,41.0158235,28.9761062,Fatih,09:00-22:00,Medium
Rumeli çikolata,Dining,World Cuisine,41.0158057,28.9759473,Fatih,09:00-22:00,Medium
Acemoğlu Baklavaları,Dining,World Cuisine,41.0160578,28.9762218,Fatih,09:00-22:00,Medium
Daruzziyafe turkish resturant,Dining,World Cuisine,41.0163768,28.9623213,Fatih,09:00-22:00,Medium
Vanlioglu,Dining,World Cuisine,41.019463,28.9610553,Fatih,09:00-22:00,Medium
Ercanlar,Dining,World Cuisine,41.0198009,28.9617205,Fatih,09:00-22:00,Medium
Kaytas,Dining,World Cuisine,41.0199224,28.9618921,Fatih,09:00-22:00,Medium
Mini market,Dining,World Cuisine,41.0199305,28.9620638,Fatih,09:00-22:00,Medium
Kadioglu kofte salonu,Dining,World Cuisine,41.0198394,28.9622703,Fatih,09:00-22:00,Medium
Eda bufe,Dining,World Cuisine,41.0197686,28.9625359,Fatih,09:00-22:00,Medium
Sadikogullari,Dining,World Cuisine,41.0198313,28.9630146,Fatih,09:00-22:00,Medium
Antipliogulu,Dining,World Cuisine,41.0195743,28.9632225,Fatih,09:00-22:00,Medium
Azimet Et Lokantasi,Dining,World Cuisine,41.0197574,28.9632842,Fatih,09:00-22:00,Medium
Kebap Evi,Dining,World Cuisine,41.0196957,28.9635444,Fatih,09:00-22:00,Medium
Burgerillas,Dining,World Cuisine,41.0174874,28.9694058,Fatih,09:00-22:00,Medium
Cookland,Dining,World Cuisine,41.0154701,28.9716125,Fatih,09:00-22:00,Medium
Resturant,Dining,World Cuisine,41.0163849,28.9716125,Fatih,09:00-22:00,Medium
Cesme cihan,Dining,World Cuisine,41.0053462,28.9430201,Fatih,09:00-22:00,Medium
Damak kebap,Dining,World Cuisine,41.0050628,28.9431918,Fatih,09:00-22:00,Medium
Ahtim,Dining,World Cuisine,41.004318,28.9437926,Fatih,09:00-22:00,Medium
Kardes bufe,Dining,World Cuisine,41.0041236,28.9439857,Fatih,09:00-22:00,Medium
Point manti,Dining,World Cuisine,41.0045528,28.9361376,Fatih,09:00-22:00,Medium
Ikizler pilavci,Dining,World Cuisine,41.0054677,28.9367759,Fatih,09:00-22:00,Medium
Is doner,Dining,World Cuisine,41.0055001,28.9368832,Fatih,09:00-22:00,Medium
Catkapi ev yemek,Dining,World Cuisine,41.005581,28.937012,Fatih,09:00-22:00,Medium
Gaziantepli Usta,Dining,World Cuisine,41.005581,28.9370978,Fatih,09:00-22:00,Medium
Ziyada ev yemek,Dining,World Cuisine,41.0056215,28.9371836,Fatih,09:00-22:00,Medium
Tanton usta,Dining,World Cuisine,41.005832,28.9378917,Fatih,09:00-22:00,Medium
Unkapanı Pilavcı,Dining,World Cuisine,41.006164,28.9391148,Fatih,09:00-22:00,Medium
İkizler Pilavcı,Dining,World Cuisine,41.006415,28.939501,Fatih,09:00-22:00,Medium
Kosek and cafe,Dining,World Cuisine,41.0064797,28.9398229,Fatih,09:00-22:00,Medium
Jalal,Dining,World Cuisine,41.0073298,28.942591,Fatih,09:00-22:00,Medium
Pilavcı Yegit,Dining,World Cuisine,41.0084147,28.9408314,Fatih,09:00-22:00,Medium
Fırat Kepab,Dining,World Cuisine,41.0069979,28.9378059,Fatih,09:00-22:00,Medium
Tarihi dagkapi,Dining,World Cuisine,41.0060344,28.9364111,Fatih,09:00-22:00,Medium
Hacioglarri,Dining,World Cuisine,41.0056134,28.9363897,Fatih,09:00-22:00,Medium
Buylu Mutfak,Dining,World Cuisine,41.0054839,28.9363682,Fatih,09:00-22:00,Medium
Fonyali,Dining,World Cuisine,41.0057834,28.9361107,Fatih,09:00-22:00,Medium
Pasem kepeb,Dining,World Cuisine,41.0067084,28.9335385,Fatih,09:00-22:00,Medium
Pasa doner,Dining,World Cuisine,41.004156,28.9323986,Fatih,09:00-22:00,Medium
Samatya coftecesi,Dining,World Cuisine,41.0033787,28.9430845,Fatih,09:00-22:00,Medium
Fasuli,Dining,World Cuisine,41.0035164,28.9435565,Fatih,09:00-22:00,Medium
Durmce,Dining,World Cuisine,41.0038565,28.9440501,Fatih,09:00-22:00,Medium
Giger kepeb,Dining,World Cuisine,41.0042856,28.9447796,Fatih,09:00-22:00,Medium
Resturant,Dining,World Cuisine,41.0087264,28.9636517,Fatih,09:00-22:00,Medium
Ocakpasi,Dining,World Cuisine,41.0082245,28.9648533,Fatih,09:00-22:00,Medium
Yemek salonu,Dining,World Cuisine,41.008103,28.9652181,Fatih,09:00-22:00,Medium
Çavuşoğlu,Dining,World Cuisine,41.0093093,28.9582658,Fatih,09:00-22:00,Medium
Yunus,Dining,World Cuisine,41.0073826,28.9571634,Fatih,09:00-22:00,Medium
Hacı Beşir Ağa Çeşmesi,Other,General,41.0036705,28.9287438,Fatih,09:00-22:00,Low
Destina Çiğ Köfte,Dining,World Cuisine,41.002412,28.9300997,Fatih,09:00-22:00,Medium
Osmanlı Tulumbacısı ve Baklava,Dining,World Cuisine,41.0037704,28.9281715,Fatih,09:00-22:00,Medium
Sirri Usta Çigköfte,Dining,World Cuisine,41.0037305,28.9280993,Fatih,09:00-22:00,Medium
Dürümcü Kerem,Dining,World Cuisine,41.0037116,28.9280638,Fatih,09:00-22:00,Medium
Volkan Köfte ve Döner Salonu,Dining,World Cuisine,41.0036872,28.9280127,Fatih,09:00-22:00,Medium
Pashaa Kokoreç,Dining,World Cuisine,41.0036339,28.9278971,Fatih,09:00-22:00,Medium
Tubaz Odunlu Taş fırını,Dining,World Cuisine,41.000651,28.9263987,Fatih,09:00-22:00,Medium
Oses Çiğköfte,Dining,World Cuisine,41.0032515,28.9270919,Fatih,09:00-22:00,Medium
Mevzubahis Çiğköfte,Dining,World Cuisine,41.0022474,28.9268139,Fatih,09:00-22:00,Medium
Meşhur Çiğköfteci Hasan Usta,Dining,World Cuisine,41.0002123,28.9243973,Fatih,09:00-22:00,Medium
Antep Sofrası,Dining,World Cuisine,41.0029565,28.9256773,Fatih,09:00-22:00,Medium
Aşkla Pasta Cafe,Dining,World Cuisine,41.002702,28.9250632,Fatih,09:00-22:00,Medium
Palmyra Syrian Restaurant,Dining,World Cuisine,41.0114747,28.9575549,Fatih,09:00-22:00,Medium
Zurich Restaurant,Dining,World Cuisine,41.0116602,28.9580992,Fatih,09:00-22:00,Medium
Tuğra turkish coffee turkish delight,Dining,World Cuisine,41.0117873,28.9584944,Fatih,09:00-22:00,Medium
Klas restaurant,Dining,World Cuisine,41.0118134,28.9585714,Fatih,09:00-22:00,Medium
Express Restaurant and Pub,Dining,World Cuisine,41.0119274,28.959088,Fatih,09:00-22:00,Medium
Direklerarası Sofrası,Dining,World Cuisine,41.0118728,28.9591953,Fatih,09:00-22:00,Medium
Şehzade Börek,Dining,World Cuisine,41.0118019,28.959214,Fatih,09:00-22:00,Medium
Sadık Ev Yemekleri,Dining,World Cuisine,41.0113627,28.9592355,Fatih,09:00-22:00,Medium
Gala Kokoreç,Dining,World Cuisine,41.0111084,28.9592551,Fatih,09:00-22:00,Medium
İnci Cafe Restaurant,Dining,World Cuisine,41.0107763,28.9592164,Fatih,09:00-22:00,Medium
Eyfel restaurant,Dining,World Cuisine,41.0104082,28.9583,Fatih,09:00-22:00,Medium
Laleli Sultan Turkish Delight,Dining,World Cuisine,41.0115819,28.9583165,Fatih,09:00-22:00,Medium
Hotel Kaya Restaurant,Dining,World Cuisine,41.0109567,28.9586534,Fatih,09:00-22:00,Medium
Lalen Restaurant,Dining,World Cuisine,41.0110632,28.9588084,Fatih,09:00-22:00,Medium
Tarihi Unkapanı Pilavcısı,Dining,World Cuisine,41.0115642,28.9601946,Fatih,09:00-22:00,Medium
Koska,Dining,World Cuisine,41.0097336,28.9578311,Fatih,09:00-22:00,Medium
Satır Köfte,Dining,World Cuisine,41.0149215,28.9663271,Fatih,09:00-22:00,Medium
Bosnak Börekçi,Dining,World Cuisine,41.0148834,28.9661829,Fatih,09:00-22:00,Medium
Bakırcılar Lokantası,Dining,World Cuisine,41.0128754,28.9661956,Fatih,09:00-22:00,Medium
Köfte,Dining,World Cuisine,41.0129669,28.9668556,Fatih,09:00-22:00,Medium
Öz Sultanahmet Köftecisi,Dining,World Cuisine,41.0142685,28.9673438,Fatih,09:00-22:00,Medium
Turko Baba Turkish Delight,Dining,World Cuisine,41.0144527,28.9673464,Fatih,09:00-22:00,Medium
Nevzat Usta,Dining,World Cuisine,41.0145719,28.9680304,Fatih,09:00-22:00,Medium
Anteplioğlu Baklavacı,Dining,World Cuisine,41.0332596,28.9464473,Fatih,09:00-22:00,Medium
Urfam Kebap Döner,Dining,World Cuisine,41.0331872,28.9462194,Fatih,09:00-22:00,Medium
Dondurma,Dining,World Cuisine,41.0332327,28.9446429,Fatih,09:00-22:00,Medium
Dönerim,Dining,World Cuisine,41.0328271,28.9459697,Fatih,09:00-22:00,Medium
Meşhur Kır Pidesi,Dining,World Cuisine,41.0327556,28.9459068,Fatih,09:00-22:00,Medium
İstanbul Ciğercisi,Dining,World Cuisine,41.0326974,28.9458672,Fatih,09:00-22:00,Medium
Altınay Yufkacısı,Dining,World Cuisine,41.0322705,28.9407412,Fatih,09:00-22:00,Medium
Abdullah El Ensari Türbesi,Other,General,41.0332977,28.944349,Fatih,09:00-22:00,Low
Altınay Kebap Ve Lahmacun,Dining,World Cuisine,41.0311378,28.9408609,Fatih,09:00-22:00,Medium
Ak Çiçek Mangal,Dining,World Cuisine,41.0304394,28.9403785,Fatih,09:00-22:00,Medium
Hakan Cafe Börek Salonu,Dining,World Cuisine,41.0300512,28.9410086,Fatih,09:00-22:00,Medium
Ebuzer Gifari Türbesi,Other,General,41.0376062,28.9428599,Fatih,09:00-22:00,Low
İvaz Efendi Çeşmesi,Other,General,41.0378888,28.9411463,Fatih,09:00-22:00,Low
Ebu Şeybe El-Hudri Türbesi,Other,General,41.039341,28.9414828,Fatih,09:00-22:00,Low
Cihan Tulumba Baklava,Dining,World Cuisine,41.0337631,28.946156,Fatih,09:00-22:00,Medium
Bozkurtlu Lokantası,Dining,World Cuisine,41.0337142,28.9463238,Fatih,09:00-22:00,Medium
Çayada in balat,Dining,World Cuisine,41.0338512,28.9467219,Fatih,09:00-22:00,Medium
Beyaz geceler restaurant,Dining,World Cuisine,41.0075785,28.9520173,Fatih,09:00-22:00,Medium
Molino pizza,Dining,World Cuisine,41.0075692,28.951919,Fatih,09:00-22:00,Medium
37 sultan restaurant,Dining,World Cuisine,41.0086846,28.9516061,Fatih,09:00-22:00,Medium
Yakamoz restaurant,Dining,World Cuisine,41.0085112,28.9516163,Fatih,09:00-22:00,Medium
Balkan lokantası,Dining,World Cuisine,41.0084524,28.9516163,Fatih,09:00-22:00,Medium
Kebap dünyası,Dining,World Cuisine,41.0083516,28.9516163,Fatih,09:00-22:00,Medium
Demet lahmacun kebap,Dining,World Cuisine,41.008276,28.9520616,Fatih,09:00-22:00,Medium
Vatan lokantası,Dining,World Cuisine,41.0081752,28.9518167,Fatih,09:00-22:00,Medium
Ali usta baklava,Dining,World Cuisine,41.0081668,28.9519057,Fatih,09:00-22:00,Medium
Tat restaurant,Dining,World Cuisine,41.0081752,28.9520616,Fatih,09:00-22:00,Medium
Altın şiş kebap,Dining,World Cuisine,41.0081995,28.9525162,Fatih,09:00-22:00,Medium
Kakule cafe ve restaurant,Dining,World Cuisine,41.0083096,28.9526404,Fatih,09:00-22:00,Medium
Android restaurant,Dining,World Cuisine,41.0083096,28.9527963,Fatih,09:00-22:00,Medium
Sultanahmet köftecisi,Dining,World Cuisine,41.0089952,28.9516852,Fatih,09:00-22:00,Medium
Tuana restaurant,Dining,World Cuisine,41.0034089,28.953112,Fatih,09:00-22:00,Medium
Sevinç simit salonu,Dining,World Cuisine,41.0072301,28.952966,Fatih,09:00-22:00,Medium
Pluton restaurant,Dining,World Cuisine,41.0078909,28.9525497,Fatih,09:00-22:00,Medium
Bolu tat lokantası,Dining,World Cuisine,41.0066649,28.951675,Fatih,09:00-22:00,Medium
Dürümcü mehmetin yeri,Dining,World Cuisine,41.0071148,28.9516502,Fatih,09:00-22:00,Medium
Hazal Döner,Dining,World Cuisine,41.0039345,28.9317975,Fatih,09:00-22:00,Medium
Seyran Pastanesi,Dining,World Cuisine,41.0037739,28.9311121,Fatih,09:00-22:00,Medium
Dilek Pastanesi,Dining,World Cuisine,41.0036687,28.93101,Fatih,09:00-22:00,Medium
Hazal Pide Ve Börek Salonu,Dining,World Cuisine,41.0035424,28.929973,Fatih,09:00-22:00,Medium
İmamoğlu Kebap ve Lahmacun Salonu,Dining,World Cuisine,41.0036605,28.9276355,Fatih,09:00-22:00,Medium
Çorbacı Alaaddin Ustanın Yeri,Dining,World Cuisine,41.0045647,28.9315982,Fatih,09:00-22:00,Medium
Merve Pastaneleri,Dining,World Cuisine,41.006289,28.9310365,Fatih,09:00-22:00,Medium
Öz Antep Tatlıcısı,Dining,World Cuisine,41.0066398,28.9311437,Fatih,09:00-22:00,Medium
Etibeyaz,Dining,World Cuisine,41.0064511,28.9311034,Fatih,09:00-22:00,Medium
Kirik Çatal Lokantasi,Dining,World Cuisine,41.006116,28.9310726,Fatih,09:00-22:00,Medium
Osmanlı Tulumba Baklava,Dining,World Cuisine,41.0059955,28.9309524,Fatih,09:00-22:00,Medium
Paşa Balık,Dining,World Cuisine,41.0059519,28.9308585,Fatih,09:00-22:00,Medium
Bağdatlım,Dining,World Cuisine,41.0051796,28.9309808,Fatih,09:00-22:00,Medium
Rumeli Köfte Ve Yemek Salonu,Dining,World Cuisine,41.0045616,28.9311175,Fatih,09:00-22:00,Medium
Big Mammas,Dining,World Cuisine,41.0042577,28.931078,Fatih,09:00-22:00,Medium
Durak Pide ve Börek,Dining,World Cuisine,41.0040866,28.9311736,Fatih,09:00-22:00,Medium
Hafızoğulları Lokantası,Dining,World Cuisine,41.003911,28.9312333,Fatih,09:00-22:00,Medium
Hacı Bozan Oğulları,Dining,World Cuisine,41.0093618,28.95625,Fatih,09:00-22:00,Medium
Beyoğlu Halk Döner,Dining,World Cuisine,41.0080002,28.9537215,Fatih,09:00-22:00,Medium
İstanbul Restoran,Dining,World Cuisine,41.007658,28.9538192,Fatih,09:00-22:00,Medium
Simit Sarayı,Dining,World Cuisine,41.0073563,28.9538387,Fatih,09:00-22:00,Medium
Hanımeli kıztaşı,Dining,World Cuisine,41.0169293,28.9511719,Fatih,09:00-22:00,Medium
Gaziantep ünal,Dining,World Cuisine,41.0184632,28.9515634,Fatih,09:00-22:00,Medium
Fatih dekorasyon,Dining,World Cuisine,41.0187773,28.9523425,Fatih,09:00-22:00,Medium
Rumeli Dondurma & Tatlı,Dining,World Cuisine,41.0183248,28.9517629,Fatih,09:00-22:00,Medium
Kebapçi salıh usta,Dining,World Cuisine,41.0182021,28.9515238,Fatih,09:00-22:00,Medium
Fatih Köfte ve Yemek Salonu,Dining,World Cuisine,41.0181034,28.9512846,Fatih,09:00-22:00,Medium
Öz karadeniz pide salonu,Dining,World Cuisine,41.0232363,28.9467354,Fatih,09:00-22:00,Medium
Kalburcu Mehmet Parki,Nature & Park,Park,41.0174102,28.9260313,Fatih,09:00-22:00,Low
Samsat Cigkofte,Dining,World Cuisine,41.0171221,28.9263885,Fatih,09:00-22:00,Medium
Kırımlı park,Nature & Park,Park,41.0165711,28.9243198,Fatih,09:00-22:00,Low
Mevlanakapı Merkez Efendi Köftecisi,Dining,World Cuisine,41.0135308,28.9240718,Fatih,09:00-22:00,Medium
Meşhur Çiğbörek,Dining,World Cuisine,41.0145726,28.9275801,Fatih,09:00-22:00,Medium
Abalı Quesillas Mexican Restaurant,Dining,World Cuisine,41.0151832,28.9275964,Fatih,09:00-22:00,Medium
Bayrut oğlu lokantasi,Dining,World Cuisine,41.0169131,28.9515537,Fatih,09:00-22:00,Medium
Almahaba restaurant,Dining,World Cuisine,41.0166506,28.9512812,Fatih,09:00-22:00,Medium
Bizim köfte,Dining,World Cuisine,41.0171539,28.9506912,Fatih,09:00-22:00,Medium
Şahin Kardeşler 1 Börek Salonu,Dining,World Cuisine,41.0066495,28.9238078,Fatih,09:00-22:00,Medium
Renk Kasabı Et Evi,Dining,World Cuisine,41.0126909,28.9257066,Fatih,09:00-22:00,Medium
Acıktım Kardeşler Pide Lahmacun Şehremini,Dining,World Cuisine,41.0120059,28.9247496,Fatih,09:00-22:00,Medium
Fatih alhayr,Dining,World Cuisine,41.0203133,28.9487785,Fatih,09:00-22:00,Medium
Sevecen ev yemekleri,Dining,World Cuisine,41.0202852,28.94832,Fatih,09:00-22:00,Medium
Al jenani,Dining,World Cuisine,41.0199021,28.9478108,Fatih,09:00-22:00,Medium
Bab alhara,Dining,World Cuisine,41.020946,28.9493267,Fatih,09:00-22:00,Medium
Akçaabat köfte,Dining,World Cuisine,41.0209738,28.9490426,Fatih,09:00-22:00,Medium
Çarşamba kebap,Dining,World Cuisine,41.0241566,28.9484591,Fatih,09:00-22:00,Medium
Karadeniz pide,Dining,World Cuisine,41.0240428,28.9481464,Fatih,09:00-22:00,Medium
Sultan sarnıcı,Dining,World Cuisine,41.0249938,28.9503364,Fatih,09:00-22:00,Medium
Fatih esnaflar lokantası,Dining,World Cuisine,41.0213617,28.9479737,Fatih,09:00-22:00,Medium
Alraii,Dining,World Cuisine,41.0213157,28.947998,Fatih,09:00-22:00,Medium
Şam günleri,Dining,World Cuisine,41.0209666,28.9483309,Fatih,09:00-22:00,Medium
Nihavent,Dining,World Cuisine,41.0208095,28.9483744,Fatih,09:00-22:00,Medium
Sefa,Dining,World Cuisine,41.0207527,28.9485036,Fatih,09:00-22:00,Medium
Dede sultan,Dining,World Cuisine,41.0207875,28.9489316,Fatih,09:00-22:00,Medium
Öz antakya,Dining,World Cuisine,41.0207109,28.9491714,Fatih,09:00-22:00,Medium
Sahara saray,Dining,World Cuisine,41.0215784,28.9480174,Fatih,09:00-22:00,Medium
Durak rumeli köfte,Dining,World Cuisine,41.0295058,28.9361215,Fatih,09:00-22:00,Medium
Sebil lokantası,Dining,World Cuisine,41.0294087,28.9362247,Fatih,09:00-22:00,Medium
Yıldız saray,Dining,World Cuisine,41.0263497,28.9394554,Fatih,09:00-22:00,Medium
Pehlivan,Dining,World Cuisine,41.0260839,28.9396817,Fatih,09:00-22:00,Medium
Loti,Dining,World Cuisine,41.0081937,28.9729709,Fatih,09:00-22:00,Medium
Alnur,Dining,World Cuisine,41.0267375,28.9376657,Fatih,09:00-22:00,Medium
Sokullu,Dining,World Cuisine,41.005249,28.9734019,Fatih,09:00-22:00,Medium
The wox,Dining,World Cuisine,41.0050583,28.9736818,Fatih,09:00-22:00,Medium
Baran,Dining,World Cuisine,41.0080822,28.9743934,Fatih,09:00-22:00,Medium
Osman,Dining,World Cuisine,41.0062309,28.9732374,Fatih,09:00-22:00,Medium
Kebab and fish house,Dining,World Cuisine,41.0079006,28.971591,Fatih,09:00-22:00,Medium
Saray Kebap,Dining,World Cuisine,41.007844,28.971591,Fatih,09:00-22:00,Medium
Hidden Garden Sultanat,Dining,Barbecue;Breakfast;Chicken;Coffee_Shop;Fish_And_Chips;Friture;Grill,41.0068013,28.9723973,Fatih,Mo-Su 11:00-23:30,Medium
Paşa döner,Dining,World Cuisine,41.0222964,28.9450988,Fatih,09:00-22:00,Medium
Etibeyaz,Dining,World Cuisine,41.0222352,28.9451746,Fatih,09:00-22:00,Medium
Döner istanbul,Dining,World Cuisine,41.022201,28.9452289,Fatih,09:00-22:00,Medium
Ali usta,Dining,World Cuisine,41.0211273,28.9463114,Fatih,09:00-22:00,Medium
Hacıoğlu,Dining,World Cuisine,41.0204485,28.9470005,Fatih,09:00-22:00,Medium
Kömür turk mutfağı,Dining,World Cuisine,41.0202332,28.9471818,Fatih,09:00-22:00,Medium
Kiler Et,Dining,World Cuisine,41.0174892,28.9499559,Fatih,09:00-22:00,Medium
Aziz oğulları börek salonu,Dining,World Cuisine,41.0107932,28.9428601,Fatih,09:00-22:00,Medium
Sahtin,Dining,World Cuisine,41.0107583,28.9430879,Fatih,09:00-22:00,Medium
Dürümcü,Dining,World Cuisine,41.0107332,28.9431575,Fatih,09:00-22:00,Medium
Yüksel Uygur,Dining,World Cuisine,41.0099667,28.945709,Fatih,09:00-22:00,Medium
Tarbuş,Dining,World Cuisine,41.009815,28.9463324,Fatih,09:00-22:00,Medium
Mavi Bufe,Dining,World Cuisine,41.0097435,28.946607,Fatih,09:00-22:00,Medium
Beit alezz,Dining,World Cuisine,41.0097066,28.9467242,Fatih,09:00-22:00,Medium
Mandy hadramut,Dining,World Cuisine,41.009611,28.9469232,Fatih,09:00-22:00,Medium
Tarihi Eyüp Sultan,Dining,World Cuisine,41.0096047,28.9471461,Fatih,09:00-22:00,Medium
Nuri Usta,Dining,World Cuisine,41.0095651,28.9474167,Fatih,09:00-22:00,Medium
Duru,Dining,World Cuisine,41.0077251,28.9438666,Fatih,09:00-22:00,Medium
Eda Büfe,Dining,World Cuisine,41.0086151,28.9436986,Fatih,09:00-22:00,Medium
General Sofrası,Dining,World Cuisine,41.0089832,28.9477984,Fatih,09:00-22:00,Medium
Hanim eli,Dining,World Cuisine,41.0087766,28.9375968,Fatih,09:00-22:00,Medium
SARI HAN TIME,Dining,World Cuisine,41.0098489,28.9381262,Fatih,09:00-22:00,Medium
GIRNE,Dining,World Cuisine,41.0100488,28.9382291,Fatih,09:00-22:00,Medium
Fetih Börek & Pide,Dining,World Cuisine,41.0103285,28.9383702,Fatih,09:00-22:00,Medium
EVRIM EXTRA BUFE,Dining,World Cuisine,41.0106952,28.9385262,Fatih,09:00-22:00,Medium
PIZZALINA,Dining,World Cuisine,41.0107649,28.9385562,Fatih,09:00-22:00,Medium
EMİRHAN,Dining,World Cuisine,41.0111249,28.9387398,Fatih,09:00-22:00,Medium
Molla Gorani Hazretlerinin Kabri,Other,General,41.0112305,28.9411363,Fatih,09:00-22:00,Low
Asmalı konağı,Dining,World Cuisine,41.0110102,28.9416613,Fatih,09:00-22:00,Medium
Pilavci ismail usta,Dining,World Cuisine,41.0110025,28.9420796,Fatih,09:00-22:00,Medium
İzgara Evi,Dining,World Cuisine,41.0109654,28.9422449,Fatih,09:00-22:00,Medium
Döner Sadık Usta,Dining,World Cuisine,41.0090561,28.9479635,Fatih,09:00-22:00,Medium
Şifa döner,Dining,World Cuisine,41.0090962,28.9480212,Fatih,09:00-22:00,Medium
Şark Büfe,Dining,World Cuisine,41.0097929,28.9408293,Fatih,09:00-22:00,Medium
Abo şemso,Dining,World Cuisine,41.0099944,28.9410608,Fatih,09:00-22:00,Medium
özbey bufe,Dining,World Cuisine,41.0105953,28.9410176,Fatih,09:00-22:00,Medium
Hakiki hatay urunleri,Dining,World Cuisine,41.0082594,28.9403634,Fatih,09:00-22:00,Medium
