name,category,sub_category,lat,lng,district,opening_hours,budget
Jdoudna Oriental Restaurant,Dining,World Cuisine,41.0117096,28.9412964,Fatih,09:00-22:00,Medium
Gaziantepli Köşkeroğlu Restaurant,Dining,Turkish;Kebab,41.0082246,28.8142727,Bağcılar,09:00-22:00,Medium
Sinpaş Time ve Park Sitesi,Nature & Park,Park,41.0034089,29.1165886,Ataşehir,09:00-22:00,Low
Iraquien Restaurant Bagdadi,Dining,World Cuisine,41.0142049,28.943543,Fatih,09:00-22:00,Medium
Melek Lokantasi,Dining,World Cuisine,41.0161205,28.9310059,Fatih,09:00-22:00,Medium
Gate of Rhegion,Other,General,41.014097,28.92199,Zeytinburnu,09:00-22:00,Low
Gate of Rhegion,Other,General,41.0140859,28.9220687,Zeytinburnu,09:00-22:00,Low
Dervişan Merkezefendi Köftecisi,Dining,Turkish,41.0142197,28.9190283,Zeytinburnu,09:00-22:00,Medium
Ali Baba Büfe,Dining,Pakistani,41.0378601,28.9823687,Beyoğlu,Mo-Su 12:00-23:00,Medium
Da Mario,Dining,World Cuisine,41.0787555,29.0322742,Beşiktaş,09:00-22:00,Medium
Konyalı Köşk,Dining,World Cuisine,41.0581652,28.912674,Gaziosmanpaşa,09:00-22:00,Medium
Demeti,Dining,Mediterranean;Turkish,41.0305124,28.9841471,Beyoğlu,09:00-22:00,Medium
Cebeci Köyü Rum Kilisesi Kalıntıları,Other,General,41.1223229,28.8837706,Sultangazi,09:00-22:00,Low
Avasköyü Yolu Mahalle Parkı,Nature & Park,Park,41.0609042,28.8927979,Bayrampaşa,09:00-22:00,Low
Avasköy Yolu Parkı,Nature & Park,Park,41.0606369,28.8932685,Bayrampaşa,09:00-22:00,Low
Gamze Et Lokantası,Dining,Steak_House,41.0636398,28.891639,Bayrampaşa,09:00-22:00,High
Hepsi Kebap,Dining,Turkish,41.0583865,28.8959998,Bayrampaşa,09:00-22:00,Medium
Spor Parkı,Nature & Park,Park,41.0634907,28.9067234,Gaziosmanpaşa,09:00-22:00,Low
323 SokakParkı,Nature & Park,Park,41.068801,28.8999243,Gaziosmanpaşa,09:00-22:00,Low
Hacıoğlu,Dining,World Cuisine,41.0935692,29.0907415,Beykoz,09:00-22:00,Medium
Fireroom Bebek,Dining,World Cuisine,41.077055,29.0436443,Beşiktaş,Mo-Su 12:00-22:00,Medium
Cumhuriyet Parkı,Nature & Park,Park,41.0845221,28.8727106,Sultangazi,09:00-22:00,Low
Nişan Taşı,History & Culture,Historical Building,41.051731,28.9915153,Şişli,09:00-22:00,Low
Arapça Kafe,Dining,World Cuisine,41.0045208,28.9797344,Fatih,09:00-22:00,Medium
Bathonea Arkeolojik Kazı Alanı,Other,General,41.0329087,28.7337663,Esenyurt,09:00-22:00,Low
770. Sokak Parkı,Nature & Park,Park,41.0714144,28.9073528,Gaziosmanpaşa,09:00-22:00,Low
Avlu,Dining,World Cuisine,41.0316226,28.9787653,Beyoğlu,09:00-22:00,Medium
Jash,Dining,World Cuisine,41.0311219,28.9865441,Beyoğlu,09:00-22:00,Medium
803/4. Sokak Parkı,Nature & Park,Park,41.0713469,28.9133034,Gaziosmanpaşa,09:00-22:00,Low
Haci Abdullah Lokantasi,Dining,Turkish,41.0352491,28.9803137,Beyoğlu,Mo-Su 11:00-23:00,Medium
Ertuğrul Gazi Parkı,Nature & Park,Park,41.0652537,28.9157618,Gaziosmanpaşa,09:00-22:00,Low
Habitat Kitchen,Dining,World Cuisine,41.0344803,29.0309951,Üsküdar,Mo-Fr 09:00-00:00; Sa-Su 07:00-02:00,Medium
Güven Et Lokantası,Dining,Steak_House,41.0664427,28.9052337,Gaziosmanpaşa,Mo-Sa 05:00-21:00,High
EtChef,Dining,Steak_House,41.058322,28.9126839,Gaziosmanpaşa,09:00-22:00,High
Galata Lily Café,Dining,Turkish,41.025589,28.9750379,Beyoğlu,09:00-22:00,Medium
Novas Hagiasophia,Dining,Turkish;Mediterranean,41.0343659,28.9839887,Beyoğlu,Mo-Su 10:00-03:00,Medium
Tarihi Leziz Pide Fırını,Dining,World Cuisine,41.0186387,28.96475,Fatih,09:00-22:00,Medium
Küçüksu Kasrı Mesire Alanı,Nature & Park,Park,41.076742,29.0651172,Ümraniye,09:00-22:00,Low
Beyt Halep Cafe & Restaurant,Dining,World Cuisine,41.0101085,28.9480545,Fatih,09:00-22:00,Medium
Kaburgacı Cabbar Ocakbaşı,Dining,World Cuisine,41.059345,29.0360908,Beşiktaş,12:00-01:00,Medium
Padre Casual Eatery,Dining,World Cuisine,41.0679596,29.0433658,Beşiktaş,09:00-22:00,Medium
Ghalia Launge,Dining,World Cuisine,41.0807086,29.0661647,Beykoz,Mo-Su 08:00-01:00,Medium
Hira Han,Dining,World Cuisine,41.0807576,29.0661852,Beykoz,Mo-Su 11:00-00:00,Medium
Seafront lounge,Dining,Breakfast;Fish;Seafood;Steak_House,41.006326,28.9813818,Fatih,Mo-Su 08:00-02:00,High
Filiz Dürüm & Lahmacun Evi,Dining,World Cuisine,41.0395503,28.9069469,Bayrampaşa,09:00-22:00,Medium
Tarihi İskender,Dining,World Cuisine,41.0357299,28.9107213,Bayrampaşa,09:00-22:00,Medium
Likepa,Dining,World Cuisine,41.0358481,28.9120822,Bayrampaşa,09:00-22:00,Medium
Şöhr-Et,Dining,World Cuisine,41.0008973,28.7116922,Avcılar,09:00-22:00,Medium
Keyf Mangalbaşı,Dining,World Cuisine,41.0038958,28.7080077,Avcılar,09:00-22:00,Medium
Meşhur Sarıyer Börekçisi,Dining,World Cuisine,41.0116186,28.953682,Fatih,09:00-22:00,Medium
Meşhur Sarıyer Börekçisi,Dining,World Cuisine,41.021892,29.1163961,Ümraniye,09:00-22:00,Medium
La Nostro,Dining,World Cuisine,41.0097939,29.1274718,Ataşehir,09:00-22:00,Medium
Bülent Börekçilik,Dining,World Cuisine,41.0216976,29.1172087,Ümraniye,09:00-22:00,Medium
Şifa İşkembe,Dining,World Cuisine,41.0214847,29.117874,Ümraniye,09:00-22:00,Medium
Köfteci Yusuf,Dining,Turkish,41.0217014,29.1170228,Ümraniye,09:00-22:00,Medium
efes pide & lahmacun,Dining,Lahmacun;Pide,41.0543831,28.9815919,şişli,11:00-24:00,Medium
Karadeniz Et Lokantası,Dining,World Cuisine,41.1154306,28.9983645,Kağıthane,09:00-22:00,Medium
Doğan Kardeşler Börek & Pide Salonu,Dining,World Cuisine,41.1154838,28.9988868,Kağıthane,09:00-22:00,Medium
Musa Gaziantep,Dining,World Cuisine,41.113734,28.9976603,Kağıthane,09:00-22:00,Medium
Payamzade,Dining,World Cuisine,41.114929,28.9980853,Kağıthane,09:00-22:00,Medium
Çorbacı Izgara,Dining,World Cuisine,41.1156054,28.9988186,Kağıthane,09:00-22:00,Medium
Meydan Et Lokantası,Dining,World Cuisine,41.1155873,28.9988315,Kağıthane,09:00-22:00,Medium
Karadeniz Balıkçısı Kaygın Kardeşler Balık Lokantası,Dining,World Cuisine,41.1155225,28.9991817,Kağıthane,09:00-22:00,Medium
Tarihi Mir Börek,Dining,World Cuisine,41.1159589,28.9980041,Kağıthane,09:00-22:00,Medium
Şerife Bacı Anıtı,History & Culture,Historical Building,41.115819,28.9981836,Kağıthane,09:00-22:00,Low
Mürver,Dining,International,41.024672,28.9800182,Beyoğlu,09:00-22:00,Medium
Nevale Mutfak,Dining,Regional,41.0453014,29.00366,beşiktaş,Mo-Su 11:00-22:00,Medium
Beyazit Kulesi,History & Culture,Historical Building,41.0113939,28.9646825,Fatih,09:00-22:00,Low
Vogue Restaurant & Bar,Dining,World Cuisine,41.0425913,29.0004079,Beşiktaş,09:00-22:00,Medium
Istiklâl Caddesi,Other,General,41.0346417,28.9801102,Beyoğlu,09:00-22:00,Low
Papel,Dining,International,41.0255288,28.9804748,Beyoğlu,09:00-22:00,Medium
Habesha Restaurant,Dining,World Cuisine,41.0354022,28.977731,Beyoğlu,09:00-22:00,Medium
Osi pizza & Pasta,Dining,World Cuisine,41.004951,28.9731577,Fatih,09:00-22:00,Medium
Izaka terrace,Dining,World Cuisine,41.0349353,28.9880122,Beyoğlu,24/7,Medium
Yosun Restorant,Dining,Seafood,41.1737338,29.0881893,Sarıyer,09:00-22:00,Medium
Atıştır 1989,Dining,Turkish,41.043094,28.9976125,Beşiktaş,Mo-Su 08:00-22:00,Medium
Buketist Lahmacun,Dining,World Cuisine,41.0431813,29.0056091,Beşiktaş,09:00-22:00,Medium
HD İskender,Dining,Kebab,41.0440668,29.0068519,Beşiktaş,09:00-22:00,Medium
Sampi Pide,Dining,World Cuisine,41.0434516,29.0067245,Beşiktaş,09:00-22:00,Medium
Tarihi Unkapanı Pilavcısı,Dining,World Cuisine,41.0431815,29.0065576,Beşiktaş,09:00-22:00,Medium
Baruthane Pilavcısı,Dining,World Cuisine,41.043401,29.0066984,Beşiktaş,09:00-22:00,Medium
Özen Tablacı Meşhur Adana Börekçisi,Dining,World Cuisine,41.1821183,28.7423477,Arnavutköy,09:00-22:00,Medium
Erdemler İstasyon Lokantası,Dining,World Cuisine,41.1826891,28.7425717,Arnavutköy,09:00-22:00,Medium
Köfteci Yusuf,Dining,Turkish,41.0402033,28.8108753,Bağcılar,09:00-22:00,Medium
Mesut Kasap,Dining,World Cuisine,41.098192,28.9016424,Sultangazi,09:00-22:00,Medium
Şahmaran,Dining,World Cuisine,41.0983235,28.9000333,Sultangazi,09:00-22:00,Medium
Home Made 1888,Dining,World Cuisine,41.0082292,28.9744265,Fatih,09:00-22:00,Medium
Az Çok Thai,Dining,World Cuisine,41.0322654,28.9810636,Beyoğlu,09:00-22:00,Medium
HuQQabaz,Dining,World Cuisine,41.0144911,28.9746018,Fatih,09:00-22:00,Medium
Baysan Tat Lokantası,Dining,World Cuisine,41.0205661,29.1220347,Ümraniye,09:00-22:00,Medium
Asır Erzurum Cağ Kebap,Dining,Turkish,41.0209409,29.1228304,Ümraniye,09:00-22:00,Medium
Spor Yazarları Parkı,Nature & Park,Park,41.0860578,29.0262655,Şişli,09:00-22:00,Low
Murat Parkı,Nature & Park,Park,41.0826761,29.0261643,Şişli,09:00-22:00,Low
Babil Parkı,Nature & Park,Park,41.0822898,29.0279668,Beşiktaş,09:00-22:00,Low
deltur restourant,Dining,World Cuisine,41.0338444,29.0248664,Üsküdar,09:00-22:00,Medium
Karaköy Börekçisi,Dining,World Cuisine,41.0021578,28.7873046,Küçükçekmece,05:00-15:00,Medium
Akar,Dining,World Cuisine,41.0149169,28.9630491,Fatih,09:00-22:00,Medium
Queb Lounge,Dining,American;Breakfast;Burger;Cake;Chicken;Coffee_Shop,41.0055205,28.9804384,Fatih,Mo-Su 09:00-03:00,Medium
Nakkaş Sarnıcı,Other,General,41.0041016,28.9751527,Fatih,Mo-Su 09:00-17:30,Low
İslambey Çeşmesi,Other,General,41.0514574,28.9267588,Eyüpsultan,09:00-22:00,Low
Ahmet Hulusi Dörtışık Hayratı,History & Culture,Historical Building,41.0526884,28.9194951,Gaziosmanpaşa,09:00-22:00,Low
Frontiere İstanbul,Dining,Regional;Italian;Sushi;French;German,41.0758735,29.0430039,Beşiktaş,Mo-Su 10:30-23:00,High
Arda Blue City,Dining,World Cuisine,41.0302976,29.0193269,Üsküdar,09:00-22:00,Medium
Rumeli restaurant,Dining,World Cuisine,41.0086099,28.9760855,Fatih,09:00-22:00,Medium
Hasan Rıza Paşa Çeşmesi,Other,General,41.0523275,28.9157172,Gaziosmanpaşa,09:00-22:00,Low
Tarihi Sultan Sofrası,Dining,World Cuisine,41.0477326,28.9327133,Eyüpsultan,09:00-22:00,Medium
Tarihi Hangah Osmanlı Mutfağı,Dining,World Cuisine,41.0476787,28.9327463,Eyüpsultan,09:00-22:00,Medium
Tarihi Eyüp Ağa Börek Pide Güveç,Dining,World Cuisine,41.0476331,28.932796,Eyüpsultan,09:00-22:00,Medium
Döner Deryası,Dining,Turkish;Kebab;Iskender,41.0478344,28.9325629,Eyüpsultan,Mo-Su 06:30-24:00,Medium
Çınaraltı Pide ve Lahmacun Salonu,Dining,World Cuisine,41.0476842,28.9325999,Eyüpsultan,09:00-22:00,Medium
Tunçlar Lokantası,Dining,World Cuisine,41.0425772,28.9855831,Beyoğlu,Mo-Su 12:00-17:00,Medium
Akcanlar Ocakbaşı,Dining,Turkish;Kebab,41.0425661,28.9857962,Beyoğlu,09:00-22:00,Medium
Kent Restaurant Ocakbaşı,Dining,World Cuisine,41.0242059,29.1072556,Ümraniye,09:00-22:00,Medium
Şişli Balıkçısı,Dining,Seafood;Fish,41.0617512,28.9868578,Şişli,Mo-Su 09:00-21:00,Medium
Barnathan roof,Dining,World Cuisine,41.0267743,28.9743987,Beyoğlu,Mo-Su 10:00-23:30,Medium
MR. Simone Breakfast&Cafe,Dining,World Cuisine,41.1098414,29.0411617,Sarıyer,09:00-22:00,Medium
Adana Güneş Kebap,Dining,World Cuisine,41.0169531,28.9561473,Fatih,09:00-22:00,Medium
Anas Chicken,Dining,World Cuisine,41.010079,28.9481628,Fatih,09:00-22:00,Medium
Pidem,Dining,Pide,41.0141752,28.9454414,Fatih,09:00-22:00,Medium
Üzüm Et,Dining,Steak_House,41.0493056,28.920065,Eyüpsultan,09:00-22:00,High
Musto`nun Yeri,Dining,Regional,41.0523834,28.9780172,Şişli,09:00-22:00,Medium
Acıktım Kebap Salonu,Dining,Turkish,41.0016338,28.7979552,Küçükçekmece,09:00-22:00,Medium
Meşhur Sarıyer Börekçisi,Dining,Turkish,41.0017772,28.7978073,Küçükçekmece,09:00-22:00,Medium
Ercan Burger,Dining,Steak_House,41.0764134,28.9448785,Kağıthane,09:00-22:00,High
Ciğerci Bahattin,Dining,Steak_House,41.0756531,28.9435803,Eyüpsultan,09:00-22:00,High
Köşem Döner,Dining,Turkish,41.0764478,28.9468982,Kağıthane,09:00-22:00,Medium
Cadde Katık Alibeyköy,Dining,Turkish,41.0768582,28.9412844,Eyüpsultan,09:00-22:00,Medium
Ali Ocakbasi Karakoy,Dining,World Cuisine,41.0224641,28.972734,Beyoğlu,09:00-22:00,Medium
ADORABLE HOTEL,Dining,World Cuisine,41.0125395,28.9780871,Fatih,09:00-22:00,Medium
Colorful houses,Other,General,41.029576,28.9476317,Fatih,24/7,Low
Kirpi,Dining,World Cuisine,41.0261872,28.9838976,Beyoğlu,09:00-22:00,Medium
Galata Balık,Dining,Turkish,41.0186852,28.9724549,Beyoğlu,09:00-22:00,Medium
Yaka Balık,Dining,Turkish,41.0188444,28.972571,Beyoğlu,09:00-22:00,Medium
Galata Nergis Balık,Dining,Turkish,41.0189906,28.9726756,Beyoğlu,09:00-22:00,Medium
Yıldızlar Restaurant,Dining,Turkish,41.0191111,28.9727595,Beyoğlu,09:00-22:00,Medium
Yirmibir,Dining,Turkish,41.0334719,28.9758438,Beyoğlu,09:00-22:00,Medium
Çorba Dünyasi Deniz Lokantasi,Dining,Turkish;Soup,41.0324509,28.9663957,Beyoğlu,09:00-22:00,Medium
Et Lokantasi,Dining,Turkish,41.0326045,28.9671229,Beyoğlu,09:00-22:00,Medium
Eataly,Dining,World Cuisine,41.0657237,29.0170481,Beşiktaş,09:00-22:00,Medium
Zanzibar,Dining,World Cuisine,41.0656202,29.0171224,Beşiktaş,09:00-22:00,Medium
Terezza italia,Dining,World Cuisine,41.0653902,29.0167963,Beşiktaş,09:00-22:00,Medium
By Balıkçı,Dining,Seafood,41.1611251,29.0443217,Sarıyer,09:00-22:00,Medium
Tarihi Urfa Kebap,Dining,World Cuisine,41.1684438,29.0569302,Sarıyer,09:00-22:00,Medium
Parmaksız,Dining,World Cuisine,41.159736,29.0404859,Sarıyer,09:00-22:00,Medium
Sarıyer Börek & Pide Salonu,Dining,World Cuisine,41.1681896,29.0562442,Sarıyer,09:00-22:00,Medium
İzzet Lokantası,Dining,World Cuisine,41.1607003,29.0430311,Sarıyer,09:00-22:00,Medium
Lokma rumeli,Dining,World Cuisine,41.0164858,28.9794865,Beyoğlu,09:00-22:00,Medium
iskender1867istanbul,Dining,Turkish,41.0521767,28.992922,Şişli,09:00-22:00,Medium
Bursa Kebapçisi,Dining,Turkish;Kebab,41.035548,28.980322,Beyoğlu,Mo-Su 11:20-21:20,Medium
Acar Büfe - Hocapaşa Menemencisi,Dining,Turkish;Breakfast,41.0140422,28.9754257,Fatih,09:00-22:00,Medium
Rice House,Dining,Turkish,41.0444213,29.0450087,Üsküdar,08:00-02:00,Medium
Fiore İtalyan restoran,Dining,World Cuisine,41.0373626,28.9895163,Beyoğlu,09:00-22:00,Medium
No. 1 Chinese Hotpot BBQ,Dining,Chinese,41.067742,28.9857953,Şişli,09:00-22:00,Medium
Alemdar Restaurant,Dining,World Cuisine,41.0095299,28.9785281,Fatih,Mo-Su 09:00-00:00,Medium
Yalla falafel,Dining,World Cuisine,41.0429579,29.0081662,Beşiktaş,"Mo-Su,PH 10:15-23:00",Medium
Nizam Pide Sutlaç,Dining,Turkish,41.0348401,28.9823377,Beyoğlu,09:00-22:00,Medium
Tarihi kardeşler börek ve pideci,Dining,World Cuisine,41.0172694,28.9681577,Fatih,09:00-22:00,Medium
Garden Iskender,Dining,World Cuisine,41.0552157,28.9874122,Şişli,09:00-22:00,Medium
Nurzade,Dining,World Cuisine,41.0653488,28.9955064,Şişli,09:00-22:00,Medium
Villa Emma,Dining,World Cuisine,41.0789378,29.0322987,Beşiktaş,09:00-22:00,Medium
Dark Unique taste,Dining,World Cuisine,41.0485559,28.9937779,Şişli,09:00-22:00,Medium
Comedus şarap ve bira,Dining,Deli,41.0292233,28.973092,Beyoğlu,09:00-22:00,Medium
Dar Diyafa,Dining,Moroccan,41.055637,28.7615741,Küçükçekmece,09:00-22:00,Medium
Salkim Meyhane,Dining,World Cuisine,41.0360595,28.980151,Beyoğlu,09:00-22:00,Medium
Kara Deniz Pide Salonu 1979,Dining,World Cuisine,41.0345878,28.9767072,Beyoğlu,09:00-22:00,Medium
Darelfassia,Dining,Moroccan,41.0540858,28.9797746,Şişli,09:00-22:00,Medium
Lokanta 1741,Dining,World Cuisine,41.0106686,28.9753548,Fatih,09:00-22:00,Medium
Basköse Nisantasi,Dining,World Cuisine,41.0472061,28.9936838,Beşiktaş,09:00-22:00,Medium
Rumeli Vatan Lokantasi,Dining,World Cuisine,41.009259,28.975259,Fatih,09:00-22:00,Medium
Green Garden Cafe,Dining,Turkish;International,41.0142226,28.9785884,Beyoğlu,09:00-22:00,Medium
Kayatas,Dining,World Cuisine,41.0199064,28.9623461,Fatih,09:00-22:00,Medium
Kadioglu Et Lokantasi,Dining,World Cuisine,41.0198725,28.9624651,Fatih,09:00-22:00,Medium
Nepal Everest Kitchen,Dining,World Cuisine,41.0351252,28.9829738,Beyoğlu,09:00-22:00,Medium
Köfteci Yusuf,Dining,Turkish,41.0274058,29.0317062,Üsküdar,09:00-22:00,Medium
Kuzubeyi Kuzu Çevirme Zekeriyaköy,Dining,World Cuisine,41.2165888,29.0319726,Sarıyer,09:00-22:00,Medium
Papatya Dürüm,Dining,World Cuisine,41.0679397,29.0432605,Beşiktaş,09:00-22:00,Medium
BiTas Çorba,Dining,World Cuisine,41.1061638,28.8671588,Sultangazi,09:00-22:00,Medium
Hesap Dokumu,Dining,World Cuisine,41.0046371,28.971102,Fatih,09:00-22:00,Medium
Çözüm Noktasi,History & Culture,Historical Building,41.0363872,28.9843486,Beyoğlu,09:00-22:00,Low
Duygu Aile Salonu,Dining,World Cuisine,41.0175207,28.9538633,Fatih,09:00-22:00,Medium
Uğur Büryan,Dining,World Cuisine,41.0170952,28.9554323,Fatih,09:00-22:00,Medium
Şırdancı Mehmet,Dining,World Cuisine,41.0176814,28.9542929,Fatih,09:00-22:00,Medium
Buhara Ocakbası,Dining,World Cuisine,41.0102525,28.9753308,Fatih,09:00-22:00,Medium
Ramazan Bingöl Et Sanatı,Dining,World Cuisine,41.0746229,28.8710009,Sultangazi,09:00-22:00,Medium
CZN Burak,Dining,World Cuisine,41.0754126,29.0180915,Şişli,09:00-22:00,Medium
Farika döner,Dining,World Cuisine,41.0233483,29.1296917,Ümraniye,09:00-22:00,Medium
Rainbow stairs,Other,General,41.0165894,28.9666757,Fatih,09:00-22:00,Low
Köfteci Nevzat Usta,Dining,World Cuisine,41.1033358,28.8655387,Sultangazi,09:00-22:00,Medium
Arsemia Çigköfte,Dining,World Cuisine,41.1051537,28.8635927,Sultangazi,09:00-22:00,Medium
Şöbiyet Künefe ve Katmer,Dining,World Cuisine,41.0919285,28.8653197,Sultangazi,09:00-22:00,Medium
Focaccia,Dining,World Cuisine,41.0643999,28.9931336,Şişli,09:00-22:00,Medium
Limon Cihangir Kahvaltı Evi,Dining,World Cuisine,41.0310852,28.9822393,Beyoğlu,09:00-22:00,Medium
Kaiser,Dining,World Cuisine,41.0345002,28.992217,Beyoğlu,09:00-22:00,Medium
Sariyer,Dining,World Cuisine,41.0317309,28.9889502,Beyoğlu,09:00-22:00,Medium
Asian vegan kitchen,Dining,World Cuisine,41.032877,28.9877022,Beyoğlu,09:00-22:00,Medium
By Pilavcı,Dining,Turkish,41.0959656,28.8636436,Sultangazi,09:00-22:00,Medium
Gülüm Urfa Kebap Salonu,Dining,World Cuisine,41.0976504,28.8633808,Sultangazi,09:00-22:00,Medium
Kervan Pide Lahmacun,Dining,World Cuisine,41.1023612,28.8692303,Sultangazi,09:00-22:00,Medium
Anadolu Lokantası,Dining,World Cuisine,41.0546244,28.9146722,Gaziosmanpaşa,09:00-22:00,Medium
Cumaa Bazaar,Other,General,41.0110937,28.9404273,Fatih,09:00-22:00,Low
Kudus Seka,Dining,World Cuisine,41.035338,28.9804086,Beyoğlu,09:00-22:00,Medium
Kanatçı dayım,Dining,Turkish,41.0274918,28.9798362,Beyoğlu,09:00-22:00,Medium
Emily’s Garden,Dining,World Cuisine,41.0306451,28.9853963,Beyoğlu,09:00-22:00,Medium
Ayhan Usta,Dining,World Cuisine,41.0817962,28.9744075,Kağıthane,09:00-22:00,Medium
Asrın Sarıyer Börekçisi,Dining,World Cuisine,41.0815081,28.9736437,Kağıthane,09:00-22:00,Medium
Adabella Pizza,Dining,Pizza,41.0814822,28.9736044,Kağıthane,09:00-22:00,Medium
Eren Pilav,Dining,World Cuisine,41.0812215,28.9727752,Kağıthane,09:00-22:00,Medium
Zuzu Börekçilik,Dining,World Cuisine,41.0816249,28.9739545,Kağıthane,09:00-22:00,Medium
Hivda Börek,Dining,World Cuisine,41.0816986,28.9718453,Kağıthane,09:00-22:00,Medium
Köyüm Kebap & Lahmacun Salonu,Dining,World Cuisine,41.0815887,28.9720109,Kağıthane,09:00-22:00,Medium
Şen Kardeşler Lokantası,Dining,World Cuisine,41.0811475,28.9731517,Kağıthane,09:00-22:00,Medium
Trabzon Park,Dining,World Cuisine,41.0819161,28.9734843,Kağıthane,09:00-22:00,Medium
Onur İşkembe,Dining,World Cuisine,41.0816175,28.9715957,Kağıthane,09:00-22:00,Medium
Uğrak Osman,Dining,World Cuisine,41.0819197,28.9705796,Kağıthane,09:00-22:00,Medium
Paşa Döner,Dining,World Cuisine,41.0816104,28.9732007,Kağıthane,09:00-22:00,Medium
Bahçe,Dining,World Cuisine,41.1790199,28.9916817,Sarıyer,09:00-22:00,Medium
Ceviz,Dining,World Cuisine,41.1777486,28.9905533,Sarıyer,09:00-22:00,Medium
Miss Köfte,Dining,World Cuisine,41.179176,28.9915295,Sarıyer,09:00-22:00,Medium
Çakıl,Dining,World Cuisine,41.1793433,28.991538,Sarıyer,09:00-22:00,Medium
Ekinciler Sulu Yemek Döner,Dining,World Cuisine,41.1784627,28.9917483,Sarıyer,09:00-22:00,Medium
Sabirtaşi restoran,Dining,Turkish,41.0331,28.9766166,Beyoğlu,09:00-22:00,Medium
Nizam Pide,Dining,Regional,41.0348884,28.9823125,Beyoğlu,09:00-22:00,Medium
Chef Ocakbaşi,Dining,World Cuisine,41.022271,28.9726922,Beyoğlu,09:00-22:00,Medium
Asmali durumcu,Dining,World Cuisine,41.02874,28.9737316,Beyoğlu,Mo-Su 12:00-23:30,Medium
Casita,Dining,World Cuisine,41.0486381,28.9939261,Şişli,09:00-22:00,Medium
Merdo midye kokorec,Dining,World Cuisine,41.0351031,28.9809493,Beyoğlu,09:00-22:00,Medium
Arash Cafe Restaurant,Dining,Persian,41.0377761,28.9825864,Beyoğlu,09:00-22:00,Medium
CZN Burak,Dining,Seafood,41.0340035,28.9843237,Beyoğlu,09:00-22:00,Medium
molto bene,Dining,World Cuisine,41.0272701,28.9757194,Beyoğlu,09:00-22:00,Medium
Adana Kebapçısı,Dining,World Cuisine,41.1875557,29.0492718,Sarıyer,09:00-22:00,Medium
Aisa Café Restaurant,Dining,Regional;Turkish,41.2251765,29.2231484,Beykoz,09:00-22:00,Medium
Marko Pasa,Dining,World Cuisine,41.0346932,28.9806411,Beyoğlu,09:00-22:00,Medium
Balkan Lokantasi,Dining,World Cuisine,41.0138751,28.9759627,Fatih,09:00-22:00,Medium
Karaköy Gedikli,Dining,World Cuisine,41.0236733,28.977569,Beyoğlu,09:00-22:00,Medium
La Sirene Bebek,Dining,Breakfast;Turkish,41.076534,29.0443309,Beşiktaş,Mo-Su 09:00-24:00,Medium
Şükrübey Kebap & Lahmacun,Dining,World Cuisine,41.0009921,28.8568491,Bahçelievler,09:00-22:00,Medium
Üsküp Saat Kulesi,History & Culture,Historical Building,41.0316657,28.9101915,Bayrampaşa,09:00-22:00,Low
Tarihi İstanbul Börekçisi,Dining,World Cuisine,41.0337032,28.8320064,Bağcılar,09:00-22:00,Medium
Gaziantep Kebap,Dining,World Cuisine,41.03386,28.8325107,Bağcılar,09:00-22:00,Medium
Palmiye Pide & Börek Salonu,Dining,World Cuisine,41.0335544,28.8312002,Bağcılar,09:00-22:00,Medium
al lado está dogu karadeniz pide sarayi,Dining,Mexican;Spanish,41.0444726,29.0006836,Beşiktaş,Mo-Su 12:00-22:30,Medium
جيري فتار قهوة ومطعم,Dining,World Cuisine,41.0169486,28.9662614,Fatih,09:00-22:00,Medium
Köfteci Yusuf,Dining,Turkish,41.0276757,29.2393801,Çekmeköy,Mo-Su 08:00-00:00,Medium
Maydonoz Döner,Dining,World Cuisine,41.0311517,29.2298505,Çekmeköy,11:00 - 24:00,Medium
Vegan Food Cartel,Dining,World Cuisine,41.0349694,28.9832557,Beyoğlu,09:00-22:00,Medium
Malaysta,Dining,Malaysian,41.0099777,28.9762809,Fatih,09:00-22:00,Medium
Fatih Sultan Mehmet Tabiat Orman Parkı,Nature & Park,Park,41.1469639,29.0176063,Sarıyer,09:00-22:00,Low
Bi' İşkembe,Dining,Turkish,41.0406375,28.9121036,Bayrampaşa,09:00-22:00,Medium
Payidar galata,Dining,World Cuisine,41.0268267,28.9727176,Beyoğlu,09:00-22:00,Medium
Aseka Karakoy,Dining,World Cuisine,41.0249867,28.9774646,Beyoğlu,09:00-22:00,Medium
Dürüm Yiyelim,Dining,Turkish,41.0158604,28.9727796,Fatih,Mo-Su 09:00-00:00,Medium
Ercan Et,Dining,World Cuisine,41.0820644,28.9154799,Gaziosmanpaşa,09:00-22:00,Medium
Hamursaray,Dining,World Cuisine,41.0824455,28.9142051,Gaziosmanpaşa,09:00-22:00,Medium
Kanatçı Onur,Dining,World Cuisine,41.0830328,28.9134836,Gaziosmanpaşa,09:00-22:00,Medium
Lezzet Diyarı Yöresel Ürünler,Dining,World Cuisine,41.075643,28.9323255,Gaziosmanpaşa,09:00-22:00,Medium
Cadde Lounge,Dining,World Cuisine,41.0820174,28.9178657,Gaziosmanpaşa,09:00-22:00,Medium
Öz Meydan İşkembe,Dining,World Cuisine,41.0819022,28.9164874,Gaziosmanpaşa,09:00-22:00,Medium
Arnavut Ciğeri,Dining,World Cuisine,41.0672472,28.9391866,Eyüpsultan,09:00-22:00,Medium
